1,1,622.24
2,1,49.176
3,1,622.24
2,2,-0.71256
2,3,-97.424
2,4,1.6952
2,5,25.995
2,6,-1.0077
2,7,26.319
1,8,62.225
2,8,8.2266
3,8,62.225
2,9,0.14958
2,10,-13.706
2,11,-0.33601
2,12,5.0377
2,13,0.18156
2,14,1.6725
1,15,393.54
2,15,31.634
3,15,393.54
2,16,-0.30349
2,17,5.9149
2,18,0.4045
2,19,-109.44
2,20,-0.082706
2,21,67.355
2,22,0.51174
2,23,-59.322
2,24,0.49059
2,25,-21.983
2,26,-1.1956
2,27,107.11
2,28,-60.547
2,29,1.3509
2,30,-104.21
2,31,-1.4386
2,32,165.78
2,33,-0.86447
2,34,-69.676
2,35,0.20598
2,36,158.08
2,37,12.493
2,38,-1.093
2,39,114.53
2,40,0.29812
2,41,84.169
2,42,17.716
1,43,0.62922
2,43,11.49
3,43,622.88
2,44,0.050712
2,45,43.828
2,46,-0.15482
2,47,-142.06
2,48,0.092929
2,49,90.358
1,50,0.0057892
2,50,-43.507
3,50,-1244.5
2,51,0.99442
2,52,91.163
2,53,-2.1367
2,54,-51.236
2,55,1.0325
2,56,5.9971
2,57,0.70123
2,58,-222.34
2,59,0.64722
2,60,286.72
2,61,-1.8256
2,62,-37.134
2,63,126.49
2,64,-3.1277
2,65,-108.73
2,66,3.5482
2,67,-20.78
2,68,-2.1752
2,69,128.44
2,70,0.68561
2,71,-80.938
2,72,-118.36
2,73,2.4391
2,74,-7.7071
2,75,1.5991
2,76,72.29
2,77,37.511
1,78,0.0018301
2,78,-18.807
3,78,-393.54
2,79,-0.8546
2,80,45.665
2,81,2.0364
2,82,-27.686
2,83,-1.1794
2,84,-0.021442
2,85,0.86699
2,86,-64.254
2,87,-3.0171
2,88,60.53
2,89,2.1884
2,90,-1.911
2,91,82.234
2,92,2.5562
2,93,-112.64
2,94,-3.0957
2,95,11.678
2,96,-1.2264
2,97,-24.852
2,98,3.0208
2,99,24.266
2,100,-97.782
2,101,-1.6023
2,102,58.145
2,103,0.15856
2,104,100.17
2,105,31.605
2,106,-1.377
2,107,-12.857
2,108,3.8454
2,109,32.955
2,110,-2.5026
2,111,7.1888
2,112,77.114
2,113,-1.0758
2,114,-83.544
2,115,2.1537
2,116,-6.5089
2,117,2.8939
2,118,51.118
2,119,-3.9581
2,120,-43.615
2,121,1.1386
2,122,-0.13361
2,123,-29.443
2,124,-1.4103
2,125,-40.867
2,126,-37.513
2,127,-226.12
2,128,-2.1239
2,129,176.82
2,130,1.7181
2,131,65.803
2,132,-3.3489
2,133,158.14
2,134,0.9799
2,135,78.503
2,136,333.74
2,137,2.0235
2,138,-16.352
2,139,2.3967
2,140,155.17
2,141,-86.927
2,142,2.9726
2,143,23.062
2,144,-4.5601
2,145,-11.912
2,146,-85.105
2,147,1.2828
2,148,-4.617
2,149,-3.0982
2,150,-60.963
2,151,-75.256
2,152,414.71
2,153,2.0066
2,154,-211.49
2,155,4.1158
2,156,117.24
2,157,-284.47
2,158,-1.665
2,159,-51.107
2,160,-9.8368
2,161,-235.32
