1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,1,6
7,1,7
8,1,8
17,1,1
18,1,2
19,1,3
20,1,4
21,1,5
22,1,6
23,1,7
24,1,1
25,1,2
26,1,3
27,1,4
28,1,5
29,1,6
30,1,1
31,1,2
32,1,3
33,1,4
34,1,5
35,1,1
36,1,2
37,1,3
38,1,4
39,1,1
40,1,2
41,1,3
42,1,1
43,1,2
44,1,1
53,1,1
54,1,2
55,1,3
56,1,4
57,1,5
58,1,6
59,1,7
60,1,1
61,1,2
62,1,3
63,1,4
64,1,5
65,1,6
66,1,1
67,1,2
68,1,3
69,1,4
70,1,5
71,1,1
72,1,2
73,1,3
74,1,4
75,1,1
76,1,2
77,1,3
78,1,1
79,1,2
80,1,1
109,1,1
110,1,2
111,1,3
112,1,4
113,1,5
114,1,6
115,1,1
116,1,2
117,1,3
118,1,4
119,1,5
120,1,1
121,1,2
122,1,3
123,1,4
124,1,1
125,1,2
126,1,3
127,1,1
128,1,2
129,1,1
130,1,1
131,1,2
132,1,3
133,1,4
134,1,5
135,1,1
136,1,2
137,1,3
138,1,4
139,1,1
140,1,2
141,1,3
142,1,1
143,1,2
144,1,1
145,1,1
146,1,2
147,1,3
148,1,4
149,1,1
150,1,2
151,1,3
152,1,1
153,1,2
154,1,1
155,1,1
156,1,2
157,1,3
158,1,1
159,1,2
160,1,1
161,1,1
162,1,2
163,1,1
164,1,1
9,2,1
10,2,2
11,2,3
12,2,4
13,2,5
14,2,6
15,2,7
16,2,8
17,2,1
18,2,1
19,2,1
20,2,1
21,2,1
22,2,1
23,2,1
24,2,2
25,2,2
26,2,2
27,2,2
28,2,2
29,2,2
30,2,3
31,2,3
32,2,3
33,2,3
34,2,3
35,2,4
36,2,4
37,2,4
38,2,4
39,2,5
40,2,5
41,2,5
42,2,6
43,2,6
44,2,7
81,2,1
82,2,2
83,2,3
84,2,4
85,2,5
86,2,6
87,2,7
88,2,1
89,2,2
90,2,3
91,2,4
92,2,5
93,2,6
94,2,1
95,2,2
96,2,3
97,2,4
98,2,5
99,2,1
100,2,2
101,2,3
102,2,4
103,2,1
104,2,2
105,2,3
106,2,1
107,2,2
108,2,1
109,2,1
110,2,1
111,2,1
112,2,1
113,2,1
114,2,1
115,2,2
116,2,2
117,2,2
118,2,2
119,2,2
120,2,3
121,2,3
122,2,3
123,2,3
124,2,4
125,2,4
126,2,4
127,2,5
128,2,5
129,2,6
130,2,1
131,2,1
132,2,1
133,2,1
134,2,1
135,2,2
136,2,2
137,2,2
138,2,2
139,2,3
140,2,3
141,2,3
142,2,4
143,2,4
144,2,5
145,2,1
146,2,1
147,2,1
148,2,1
149,2,2
150,2,2
151,2,2
152,2,3
153,2,3
154,2,4
155,2,1
156,2,1
157,2,1
158,2,2
159,2,2
160,2,3
161,2,1
162,2,1
163,2,2
164,2,1
45,3,1
46,3,2
47,3,3
48,3,4
49,3,5
50,3,6
51,3,7
52,3,8
53,3,1
54,3,1
55,3,1
56,3,1
57,3,1
58,3,1
59,3,1
60,3,2
61,3,2
62,3,2
63,3,2
64,3,2
65,3,2
66,3,3
67,3,3
68,3,3
69,3,3
70,3,3
71,3,4
72,3,4
73,3,4
74,3,4
75,3,5
76,3,5
77,3,5
78,3,6
79,3,6
80,3,7
81,3,1
82,3,1
83,3,1
84,3,1
85,3,1
86,3,1
87,3,1
88,3,2
89,3,2
90,3,2
91,3,2
92,3,2
93,3,2
94,3,3
95,3,3
96,3,3
97,3,3
98,3,3
99,3,4
100,3,4
101,3,4
102,3,4
103,3,5
104,3,5
105,3,5
106,3,6
107,3,6
108,3,7
109,3,1
110,3,1
111,3,1
112,3,1
113,3,1
114,3,1
115,3,1
116,3,1
117,3,1
118,3,1
119,3,1
120,3,1
121,3,1
122,3,1
123,3,1
124,3,1
125,3,1
126,3,1
127,3,1
128,3,1
129,3,1
130,3,2
131,3,2
132,3,2
133,3,2
134,3,2
135,3,2
136,3,2
137,3,2
138,3,2
139,3,2
140,3,2
141,3,2
142,3,2
143,3,2
144,3,2
145,3,3
146,3,3
147,3,3
148,3,3
149,3,3
150,3,3
151,3,3
152,3,3
153,3,3
154,3,3
155,3,4
156,3,4
157,3,4
158,3,4
159,3,4
160,3,4
161,3,5
162,3,5
163,3,5
164,3,6
