4,1,1244.5
5,1,393.54
6,1,0.0057892
7,1,98.352
8,1,31.634
9,1,-43.507
1,2,622.24
2,2,49.176
3,2,622.24
7,2,-2.1377
8,2,-0.30349
9,2,0.99442
2,3,-0.71256
7,3,-389.7
8,3,5.9149
9,3,91.163
2,4,-97.424
7,4,8.4761
8,4,0.4045
9,4,-2.1367
2,5,1.6952
7,5,155.97
8,5,-109.44
9,5,-51.236
2,6,25.995
7,6,-7.0536
8,6,-0.082706
9,6,1.0325
2,7,-1.0077
7,7,210.55
8,7,67.355
9,7,5.9971
2,8,26.319
4,9,393.54
5,9,124.45
6,9,0.0018301
7,9,31.634
8,9,16.453
9,9,-18.807
1,10,62.225
2,10,8.2266
3,10,62.225
7,10,0.51174
8,10,0.44875
9,10,-0.8546
2,11,0.14958
7,11,-60.547
8,11,-54.826
9,11,45.665
2,12,-13.706
7,12,-0.86447
8,12,-1.68
9,12,2.0364
2,13,-0.33601
7,13,12.493
8,13,30.226
9,13,-27.686
2,14,5.0377
7,14,0.29812
8,14,1.2709
9,14,-1.1794
2,15,0.18156
7,15,17.716
8,15,13.38
9,15,-0.021442
2,16,1.6725
1,17,393.54
2,17,31.634
3,17,393.54
7,17,-0.60698
8,17,1.0235
9,17,-1.377
2,18,-0.30349
7,18,17.745
8,18,-118.64
9,18,-12.857
2,19,5.9149
7,19,1.618
8,19,0.98118
9,19,3.8454
2,20,0.4045
7,20,-547.2
8,20,-43.966
9,20,32.955
2,21,-109.44
7,21,-0.49623
8,21,-2.3913
9,21,-2.5026
2,22,-0.082706
7,22,471.49
8,22,214.22
9,22,7.1888
2,23,67.355
2,24,0.51174
7,24,-118.64
8,24,-181.64
9,24,77.114
2,25,-59.322
7,25,1.4718
8,25,4.0528
9,25,-1.0758
2,26,0.49059
7,26,-87.933
8,26,-312.62
9,26,-83.544
2,27,-21.983
7,27,-5.9782
8,27,-4.3159
9,27,2.1537
2,28,-1.1956
7,28,642.66
8,28,497.33
9,28,-6.5089
2,29,107.11
2,30,-60.547
7,30,2.7018
8,30,-3.4579
9,30,2.8939
2,31,1.3509
7,31,-312.62
8,31,-278.7
9,31,51.118
2,32,-104.21
7,32,-5.7545
8,32,0.82392
9,32,-3.9581
2,33,-1.4386
7,33,828.88
8,33,632.31
9,33,-43.615
2,34,165.78
2,35,-0.86447
7,35,-139.35
8,35,62.463
9,35,1.1386
2,36,-69.676
7,36,0.61794
8,36,-5.4652
9,36,-0.13361
2,37,0.20598
7,37,632.31
8,37,572.63
9,37,-29.443
2,38,158.08
2,39,12.493
7,39,-2.1861
8,39,1.7887
9,39,-1.4103
2,40,-1.093
7,40,343.58
8,40,505.01
9,40,-40.867
2,41,114.53
2,42,0.29812
7,42,168.34
8,42,124.01
9,42,-37.513
2,43,84.169
2,44,17.716
4,45,0.0057892
5,45,0.0018301
6,45,1.2584
7,45,-43.507
8,45,-18.807
9,45,22.98
1,46,0.62922
2,46,11.49
3,46,622.88
7,46,0.70123
8,46,0.86699
9,46,0.15214
2,47,0.050712
7,47,126.49
8,47,82.234
9,47,175.31
2,48,43.828
7,48,-2.1752
8,48,-1.2264
9,48,-0.77412
2,49,-0.15482
7,49,-118.36
8,49,-97.782
9,49,-852.36
2,50,-142.06
7,50,1.5991
8,50,0.15856
